"Producer Price Index item","Month of forecast","Year of forecast","Year being forecast","Attribute","Forecast percent change"
"Wholesale wheat flour",3,"2013","2013","Upper bound of prediction interval",13.3
"Wholesale wheat flour",4,"2013","2013","Lower bound of prediction interval",-10.4
"Wholesale wheat flour",4,"2013","2013","Mid point of prediction interval",-1.1
"Wholesale wheat flour",4,"2013","2013","Upper bound of prediction interval",9.6
"Wholesale wheat flour",5,"2013","2013","Lower bound of prediction interval",-8.8
"Wholesale wheat flour",5,"2013","2013","Mid point of prediction interval",-0.8
"Wholesale wheat flour",5,"2013","2013","Upper bound of prediction interval",8.5
"Wholesale wheat flour",6,"2013","2013","Lower bound of prediction interval",-5.1
"Wholesale wheat flour",6,"2013","2013","Mid point of prediction interval",1.7
"Wholesale wheat flour",6,"2013","2013","Upper bound of prediction interval",9.7
"Wholesale wheat flour",7,"2013","2013","Lower bound of prediction interval",-3.6
"Wholesale wheat flour",7,"2013","2013","Mid point of prediction interval",2
"Wholesale wheat flour",7,"2013","2013","Upper bound of prediction interval",8.5
"Wholesale wheat flour",8,"2013","2013","Lower bound of prediction interval",-3.3
"Wholesale wheat flour",8,"2013","2013","Mid point of prediction interval",1.1
"Wholesale wheat flour",8,"2013","2013","Upper bound of prediction interval",5.8
"Wholesale wheat flour",9,"2013","2013","Lower bound of prediction interval",-3.2
"Wholesale wheat flour",9,"2013","2013","Mid point of prediction interval",-0.1
"Wholesale wheat flour",9,"2013","2013","Upper bound of prediction interval",3.3
"Wholesale wheat flour",10,"2013","2013","Lower bound of prediction interval",-2.5
"Wholesale wheat flour",10,"2013","2013","Mid point of prediction interval",-0.4
"Wholesale wheat flour",10,"2013","2013","Upper bound of prediction interval",2
"Wholesale wheat flour",11,"2013","2013","Lower bound of prediction interval",-0.9
"Wholesale wheat flour",11,"2013","2013","Mid point of prediction interval",0.4
"Wholesale wheat flour",11,"2013","2013","Upper bound of prediction interval",1.9
"Wholesale wheat flour",12,"2013","2013","Lower bound of prediction interval",-0.6
"Wholesale wheat flour",12,"2013","2013","Mid point of prediction interval",0
"Wholesale wheat flour",12,"2013","2013","Upper bound of prediction interval",0.7
"Farm-level cattle",7,"2013","2014","Lower bound of prediction interval",-29.7
"Farm-level cattle",7,"2013","2014","Mid point of prediction interval",-2.5
"Farm-level cattle",7,"2013","2014","Upper bound of prediction interval",35
"Farm-level cattle",8,"2013","2014","Lower bound of prediction interval",-27.3
"Farm-level cattle",8,"2013","2014","Mid point of prediction interval",-0.9
"Farm-level cattle",8,"2013","2014","Upper bound of prediction interval",34.1
"Farm-level cattle",9,"2013","2014","Lower bound of prediction interval",-25.2
"Farm-level cattle",9,"2013","2014","Mid point of prediction interval",-0.2
"Farm-level cattle",9,"2013","2014","Upper bound of prediction interval",33
"Farm-level cattle",10,"2013","2014","Lower bound of prediction interval",-24.2
"Farm-level cattle",10,"2013","2014","Mid point of prediction interval",-0.8
"Farm-level cattle",10,"2013","2014","Upper bound of prediction interval",29.8
"Farm-level cattle",11,"2013","2014","Lower bound of prediction interval",-17.4
"Farm-level cattle",11,"2013","2014","Mid point of prediction interval",5.8
"Farm-level cattle",11,"2013","2014","Upper bound of prediction interval",35.8
"Farm-level cattle",12,"2013","2014","Lower bound of prediction interval",-12.3
"Farm-level cattle",12,"2013","2014","Mid point of prediction interval",3
"Farm-level cattle",12,"2013","2014","Upper bound of prediction interval",21
"Farm-level cattle",1,"2014","2014","Lower bound of prediction interval",-15.2
"Farm-level cattle",1,"2014","2014","Mid point of prediction interval",4.1
"Farm-level cattle",1,"2014","2014","Upper bound of prediction interval",28.4
"Farm-level cattle",2,"2014","2014","Lower bound of prediction interval",-5.7
"Farm-level cattle",2,"2014","2014","Mid point of prediction interval",13
"Farm-level cattle",2,"2014","2014","Upper bound of prediction interval",37.2
"Farm-level cattle",3,"2014","2014","Lower bound of prediction interval",-3
"Farm-level cattle",3,"2014","2014","Mid point of prediction interval",12.6
"Farm-level cattle",3,"2014","2014","Upper bound of prediction interval",33.1
"Farm-level cattle",4,"2014","2014","Lower bound of prediction interval",3.7
"Farm-level cattle",4,"2014","2014","Mid point of prediction interval",18.3
"Farm-level cattle",4,"2014","2014","Upper bound of prediction interval",36.6
"Farm-level cattle",5,"2014","2014","Lower bound of prediction interval",4.1
"Farm-level cattle",5,"2014","2014","Mid point of prediction interval",16.2
"Farm-level cattle",5,"2014","2014","Upper bound of prediction interval",31.3
"Farm-level cattle",6,"2014","2014","Lower bound of prediction interval",6.2
"Farm-level cattle",6,"2014","2014","Mid point of prediction interval",16.2
"Farm-level cattle",6,"2014","2014","Upper bound of prediction interval",28.6
"Farm-level cattle",7,"2014","2014","Lower bound of prediction interval",9.6
"Farm-level cattle",7,"2014","2014","Mid point of prediction interval",17.8
"Farm-level cattle",7,"2014","2014","Upper bound of prediction interval",27.7
"Farm-level cattle",8,"2014","2014","Lower bound of prediction interval",14.6
"Farm-level cattle",8,"2014","2014","Mid point of prediction interval",21.4
"Farm-level cattle",8,"2014","2014","Upper bound of prediction interval",29.5
"Farm-level cattle",9,"2014","2014","Lower bound of prediction interval",15.5
"Farm-level cattle",9,"2014","2014","Mid point of prediction interval",20.5
"Farm-level cattle",9,"2014","2014","Upper bound of prediction interval",26.4
"Farm-level cattle",10,"2014","2014","Lower bound of prediction interval",18.9
"Farm-level cattle",10,"2014","2014","Mid point of prediction interval",22.4
"Farm-level cattle",10,"2014","2014","Upper bound of prediction interval",26.5
"Farm-level cattle",11,"2014","2014","Lower bound of prediction interval",20.3
"Farm-level cattle",11,"2014","2014","Mid point of prediction interval",22.4
"Farm-level cattle",11,"2014","2014","Upper bound of prediction interval",24.7
"Farm-level cattle",12,"2014","2014","Lower bound of prediction interval",22.2
"Farm-level cattle",12,"2014","2014","Mid point of prediction interval",23.2
"Farm-level cattle",12,"2014","2014","Upper bound of prediction interval",24.2
"Wholesale beef",7,"2013","2014","Lower bound of prediction interval",-14.9
"Wholesale beef",7,"2013","2014","Mid point of prediction interval",2.1
"Wholesale beef",7,"2013","2014","Upper bound of prediction interval",22
"Wholesale beef",8,"2013","2014","Lower bound of prediction interval",-18
"Wholesale beef",8,"2013","2014","Mid point of prediction interval",-2.5
"Wholesale beef",8,"2013","2014","Upper bound of prediction interval",16.1
"Wholesale beef",9,"2013","2014","Lower bound of prediction interval",-15.3
"Wholesale beef",9,"2013","2014","Mid point of prediction interval",-0.4
"Wholesale beef",9,"2013","2014","Upper bound of prediction interval",17.3
"Wholesale beef",10,"2013","2014","Lower bound of prediction interval",-13.9
"Wholesale beef",10,"2013","2014","Mid point of prediction interval",0.4
"Wholesale beef",10,"2013","2014","Upper bound of prediction interval",17.6
"Wholesale beef",11,"2013","2014","Lower bound of prediction interval",-13.4
"Wholesale beef",11,"2013","2014","Mid point of prediction interval",0
"Wholesale beef",11,"2013","2014","Upper bound of prediction interval",16.3
"Wholesale beef",12,"2013","2014","Lower bound of prediction interval",-12.4
"Wholesale beef",12,"2013","2014","Mid point of prediction interval",0.3
"Wholesale beef",12,"2013","2014","Upper bound of prediction interval",15.2
"Wholesale beef",1,"2014","2014","Lower bound of prediction interval",-9.8
"Wholesale beef",1,"2014","2014","Mid point of prediction interval",2.2
"Wholesale beef",1,"2014","2014","Upper bound of prediction interval",15.7
"Wholesale beef",2,"2014","2014","Lower bound of prediction interval",-8.1
"Wholesale beef",2,"2014","2014","Mid point of prediction interval",2.4
"Wholesale beef",2,"2014","2014","Upper bound of prediction interval",14.5
"Wholesale beef",3,"2014","2014","Lower bound of prediction interval",-6.6
"Wholesale beef",3,"2014","2014","Mid point of prediction interval",2.8
"Wholesale beef",3,"2014","2014","Upper bound of prediction interval",13.7
"Wholesale beef",4,"2014","2014","Lower bound of prediction interval",-0.9
"Wholesale beef",4,"2014","2014","Mid point of prediction interval",7.9
"Wholesale beef",4,"2014","2014","Upper bound of prediction interval",18
"Wholesale beef",5,"2014","2014","Lower bound of prediction interval",2.4
"Wholesale beef",5,"2014","2014","Mid point of prediction interval",10.3
"Wholesale beef",5,"2014","2014","Upper bound of prediction interval",19.5
"Wholesale beef",6,"2014","2014","Lower bound of prediction interval",4.6
"Wholesale beef",6,"2014","2014","Mid point of prediction interval",11.4
"Wholesale beef",6,"2014","2014","Upper bound of prediction interval",19.3
"Wholesale beef",7,"2014","2014","Lower bound of prediction interval",8.6
"Wholesale beef",7,"2014","2014","Mid point of prediction interval",14.7
"Wholesale beef",7,"2014","2014","Upper bound of prediction interval",21.6
"Wholesale beef",8,"2014","2014","Lower bound of prediction interval",12.7
"Wholesale beef",8,"2014","2014","Mid point of prediction interval",17.8
"Wholesale beef",8,"2014","2014","Upper bound of prediction interval",23.7
"Wholesale beef",9,"2014","2014","Lower bound of prediction interval",13.7
"Wholesale beef",9,"2014","2014","Mid point of prediction interval",17.7
"Wholesale beef",9,"2014","2014","Upper bound of prediction interval",22.1
"Wholesale beef",10,"2014","2014","Lower bound of prediction interval",15.3
"Wholesale beef",10,"2014","2014","Mid point of prediction interval",18
"Wholesale beef",10,"2014","2014","Upper bound of prediction interval",21.2
"Wholesale beef",11,"2014","2014","Lower bound of prediction interval",17.3
"Wholesale beef",11,"2014","2014","Mid point of prediction interval",19.1
"Wholesale beef",11,"2014","2014","Upper bound of prediction interval",21
"Wholesale beef",12,"2014","2014","Lower bound of prediction interval",18.2
"Wholesale beef",12,"2014","2014","Mid point of prediction interval",19
"Wholesale beef",12,"2014","2014","Upper bound of prediction interval",19.8
"Wholesale pork",7,"2013","2014","Lower bound of prediction interval",-20.5
"Wholesale pork",7,"2013","2014","Mid point of prediction interval",0
"Wholesale pork",7,"2013","2014","Upper bound of prediction interval",26
"Wholesale pork",8,"2013","2014","Lower bound of prediction interval",-13.6
"Wholesale pork",8,"2013","2014","Mid point of prediction interval",7.8
"Wholesale pork",8,"2013","2014","Upper bound of prediction interval",35.3
"Wholesale pork",9,"2013","2014","Lower bound of prediction interval",-13.5
"Wholesale pork",9,"2013","2014","Mid point of prediction interval",6
"Wholesale pork",9,"2013","2014","Upper bound of prediction interval",31.5
"Wholesale pork",10,"2013","2014","Lower bound of prediction interval",-13.1
"Wholesale pork",10,"2013","2014","Mid point of prediction interval",5.3
"Wholesale pork",10,"2013","2014","Upper bound of prediction interval",27.6
"Wholesale pork",11,"2013","2014","Lower bound of prediction interval",-14.6
"Wholesale pork",11,"2013","2014","Mid point of prediction interval",1.9
"Wholesale pork",11,"2013","2014","Upper bound of prediction interval",22.3
"Wholesale pork",12,"2013","2014","Lower bound of prediction interval",-9.5
"Wholesale pork",12,"2013","2014","Mid point of prediction interval",6.7
"Wholesale pork",12,"2013","2014","Upper bound of prediction interval",26.1
"Wholesale pork",1,"2014","2014","Lower bound of prediction interval",-12
"Wholesale pork",1,"2014","2014","Mid point of prediction interval",1.7
"Wholesale pork",1,"2014","2014","Upper bound of prediction interval",18.2
"Wholesale pork",2,"2014","2014","Lower bound of prediction interval",-10.9
"Wholesale pork",2,"2014","2014","Mid point of prediction interval",1.4
"Wholesale pork",2,"2014","2014","Upper bound of prediction interval",16.3
"Wholesale pork",3,"2014","2014","Lower bound of prediction interval",-8.8
"Wholesale pork",3,"2014","2014","Mid point of prediction interval",2
"Wholesale pork",3,"2014","2014","Upper bound of prediction interval",14.5
"Wholesale pork",4,"2014","2014","Lower bound of prediction interval",-1
"Wholesale pork",4,"2014","2014","Mid point of prediction interval",9.2
"Wholesale pork",4,"2014","2014","Upper bound of prediction interval",21.2
"Wholesale pork",5,"2014","2014","Lower bound of prediction interval",13.3
"Wholesale pork",5,"2014","2014","Mid point of prediction interval",26
"Wholesale pork",5,"2014","2014","Upper bound of prediction interval",41.7
"Wholesale pork",6,"2014","2014","Lower bound of prediction interval",10.3
"Wholesale pork",6,"2014","2014","Mid point of prediction interval",18.9
"Wholesale pork",6,"2014","2014","Upper bound of prediction interval",28.8
"Wholesale pork",7,"2014","2014","Lower bound of prediction interval",14.6
"Wholesale pork",7,"2014","2014","Mid point of prediction interval",21.7
"Wholesale pork",7,"2014","2014","Upper bound of prediction interval",30
"Wholesale pork",8,"2014","2014","Lower bound of prediction interval",19.6
"Wholesale pork",8,"2014","2014","Mid point of prediction interval",25.4
"Wholesale pork",8,"2014","2014","Upper bound of prediction interval",32.3
"Wholesale pork",9,"2014","2014","Lower bound of prediction interval",20.6
"Wholesale pork",9,"2014","2014","Mid point of prediction interval",24.9
"Wholesale pork",9,"2014","2014","Upper bound of prediction interval",30
"Wholesale pork",10,"2014","2014","Lower bound of prediction interval",17.6
"Wholesale pork",10,"2014","2014","Mid point of prediction interval",20.4
"Wholesale pork",10,"2014","2014","Upper bound of prediction interval",23.5
"Wholesale pork",11,"2014","2014","Lower bound of prediction interval",20
