Commodity,State,Units,Year,Value
Soybeans,Maryland,Million dollars,2010,103.8893
Soybeans,Maryland,Million dollars,2011,90.7315
Soybeans,Maryland,Million dollars,2012,153.8307
Soybeans,Maryland,Million dollars,2013,135.6292
Soybeans,Maryland,Million dollars,2014,122.2136
Soybeans,Maryland,Million dollars,2015,103.5497
Soybeans,Maryland,Million dollars,2016,113.9285
Soybeans,Maryland,Million dollars,2017,112.0791
Soybeans,Maryland,Million dollars,2018,91.1038
Soybeans,Maryland,Million dollars,2019,100.1051
Soybeans,Maryland,Million dollars,2020,148.1093
Soybeans,Maryland,Million dollars,2022,182.2109
Soybeans,Maryland,Million dollars,2023,129.5333
Soybeans,Maryland,Million dollars,2021,156.4335
Soybeans,Massachusetts,Million dollars,2000,0
Soybeans,Massachusetts,Million dollars,2001,0
Soybeans,Massachusetts,Million dollars,2002,0
Soybeans,Massachusetts,Million dollars,2003,0
Soybeans,Massachusetts,Million dollars,2004,0
Soybeans,Massachusetts,Million dollars,2005,0
Soybeans,Massachusetts,Million dollars,2006,0
Soybeans,Massachusetts,Million dollars,2007,0
Soybeans,Massachusetts,Million dollars,2008,0
Soybeans,Massachusetts,Million dollars,2009,0
Soybeans,Massachusetts,Million dollars,2010,0
Soybeans,Massachusetts,Million dollars,2011,0
Soybeans,Massachusetts,Million dollars,2012,0
Soybeans,Massachusetts,Million dollars,2013,0
Soybeans,Massachusetts,Million dollars,2014,0
Soybeans,Massachusetts,Million dollars,2015,0
Soybeans,Massachusetts,Million dollars,2016,0
Soybeans,Massachusetts,Million dollars,2017,0
Soybeans,Massachusetts,Million dollars,2018,0
Soybeans,Massachusetts,Million dollars,2019,0
Soybeans,Massachusetts,Million dollars,2020,0
Soybeans,Massachusetts,Million dollars,2022,0
Soybeans,Massachusetts,Million dollars,2023,0
Soybeans,Massachusetts,Million dollars,2021,0
Soybeans,Michigan,Million dollars,2000,141.4606
Soybeans,Michigan,Million dollars,2001,134.181
Soybeans,Michigan,Million dollars,2002,149.0258
Soybeans,Michigan,Million dollars,2003,201.5253
Soybeans,Michigan,Million dollars,2004,152.7649
Soybeans,Michigan,Million dollars,2005,160.3249
Soybeans,Michigan,Million dollars,2006,189.0437
Soybeans,Michigan,Million dollars,2007,270.4063
Soybeans,Michigan,Million dollars,2008,422.9359
Soybeans,Michigan,Million dollars,2009,389.1238
Soybeans,Michigan,Million dollars,2010,483.0378
Soybeans,Michigan,Million dollars,2011,490.8126
Soybeans,Michigan,Million dollars,2012,685.447
Soybeans,Michigan,Million dollars,2013,546.6335
Soybeans,Michigan,Million dollars,2014,579.3193
Soybeans,Michigan,Million dollars,2015,463.5302
Soybeans,Michigan,Million dollars,2016,559.8967
Soybeans,Michigan,Million dollars,2017,511.9628
Soybeans,Michigan,Million dollars,2018,384.142
Soybeans,Michigan,Million dollars,2019,396.7616
Soybeans,Michigan,Million dollars,2020,579.801
Soybeans,Michigan,Million dollars,2022,888.503
Soybeans,Michigan,Million dollars,2023,703.3637
Soybeans,Michigan,Million dollars,2021,748.3945
Soybeans,Minnesota,Million dollars,2000,539.4528
Soybeans,Minnesota,Million dollars,2001,494.1964
Soybeans,Minnesota,Million dollars,2002,592.0398
Soybeans,Minnesota,Million dollars,2003,819.5668
Soybeans,Minnesota,Million dollars,2004,579.3924
Soybeans,Minnesota,Million dollars,2005,551.0475
Soybeans,Minnesota,Million dollars,2006,684.7572
Soybeans,Minnesota,Million dollars,2007,927.609
Soybeans,Minnesota,Million dollars,2008,1665.6288
Soybeans,Minnesota,Million dollars,2009,1454.7723
Soybeans,Minnesota,Million dollars,2010,1733.478
Soybeans,Minnesota,Million dollars,2011,1585.7518
Soybeans,Minnesota,Million dollars,2012,2372.3007
Soybeans,Minnesota,Million dollars,2013,2034.6225
Soybeans,Minnesota,Million dollars,2014,1951.5402
Soybeans,Minnesota,Million dollars,2015,1566.2838
Soybeans,Minnesota,Million dollars,2016,2071.7586
Soybeans,Minnesota,Million dollars,2017,1839.7792
Soybeans,Minnesota,Million dollars,2018,1480.6689
Soybeans,Minnesota,Million dollars,2019,1573.6477
Soybeans,Minnesota,Million dollars,2020,2125.5981
Soybeans,Minnesota,Million dollars,2022,2877.3972
Soybeans,Minnesota,Million dollars,2023,2477.3904
Soybeans,Minnesota,Million dollars,2021,2396.4304
Soybeans,Mississippi,Million dollars,2000,75.0912
Soybeans,Mississippi,Million dollars,2001,66.8777
Soybeans,Mississippi,Million dollars,2002,86.602
Soybeans,Mississippi,Million dollars,2003,166.1886
Soybeans,Mississippi,Million dollars,2004,139.4408
Soybeans,Mississippi,Million dollars,2005,120.7672
Soybeans,Mississippi,Million dollars,2006,121.9378
Soybeans,Mississippi,Million dollars,2007,171.9498
Soybeans,Mississippi,Million dollars,2008,336.0186
Soybeans,Mississippi,Million dollars,2009,441.274
Soybeans,Mississippi,Million dollars,2010,473.8577
Soybeans,Mississippi,Million dollars,2011,395.4881
Soybeans,Mississippi,Million dollars,2012,720.1602
Soybeans,Mississippi,Million dollars,2013,632.6776
Soybeans,Mississippi,Million dollars,2014,734.0217
Soybeans,Mississippi,Million dollars,2015,538.8336
Soybeans,Mississippi,Million dollars,2016,587.6015
Soybeans,Mississippi,Million dollars,2017,564.768
Soybeans,Mississippi,Million dollars,2018,368.257
Soybeans,Mississippi,Million dollars,2019,538.5326
Soybeans,Mississippi,Million dollars,2020,651.0367
Soybeans,Mississippi,Million dollars,2022,934.1004
Soybeans,Mississippi,Million dollars,2023,771.8347
Soybeans,Mississippi,Million dollars,2021,827.4333
Soybeans,Missouri,Million dollars,2000,319.0542
Soybeans,Missouri,Million dollars,2001,355.8649
Soybeans,Missouri,Million dollars,2002,347.7281
Soybeans,Missouri,Million dollars,2003,481.7529
Soybeans,Missouri,Million dollars,2004,433.1247
Soybeans,Missouri,Million dollars,2005,423.4853
Soybeans,Missouri,Million dollars,2006,403.5211
Soybeans,Missouri,Million dollars,2007,648.1094
Soybeans,Missouri,Million dollars,2008,1061.4272
Soybeans,Missouri,Million dollars,2009,981.4653
Soybeans,Missouri,Million dollars,2010,1276.0137
Soybeans,Missouri,Million dollars,2011,1271.5374
Soybeans,Missouri,Million dollars,2012,1319.1862
Soybeans,Missouri,Million dollars,2013,1315.0733
Soybeans,Missouri,Million dollars,2014,1519.7575
Soybeans,Missouri,Million dollars,2015,1072.3892
Soybeans,Missouri,Million dollars,2016,1193.44
Soybeans,Missouri,Million dollars,2017,1427.6308
Soybeans,Missouri,Million dollars,2018,1142.4723
Soybeans,Missouri,Million dollars,2019,1157.8943
Soybeans,Missouri,Million dollars,2020,1737.2604
Soybeans,Missouri,Million dollars,2022,2274.4325
Soybeans,Missouri,Million dollars,2023,1901.7742
Soybeans,Missouri,Million dollars,2021,1726.135
Soybeans,Montana,Million dollars,2000,0
Soybeans,Montana,Million dollars,2001,0
Soybeans,Montana,Million dollars,2002,0
Soybeans,Montana,Million dollars,2003,0
Soybeans,Montana,Million dollars,2004,0
Soybeans,Montana,Million dollars,2005,0
Soybeans,Montana,Million dollars,2006,0
Soybeans,Montana,Million dollars,2007,0
Soybeans,Montana,Million dollars,2008,0
Soybeans,Montana,Million dollars,2009,0
Soybeans,Montana,Million dollars,2010,0
Soybeans,Montana,Million dollars,2011,0
Soybeans,Montana,Million dollars,2012,0
Soybeans,Montana,Million dollars,2013,0
Soybeans,Montana,Million dollars,2014,0
Soybeans,Montana,Million dollars,2015,0
Soybeans,Montana,Million dollars,2016,0
Soybeans,Montana,Million dollars,2017,0
Soybeans,Montana,Million dollars,2018,0
Soybeans,Montana,Million dollars,2019,0
Soybeans,Montana,Million dollars,2020,0
Soybeans,Montana,Million dollars,2022,0
Soybeans,Montana,Million dollars,2023,0
Soybeans,Montana,Million dollars,2021,0
Soybeans,Nebraska,Million dollars,2000,346.598
Soybeans,Nebraska,Million dollars,2001,398.7082
Soybeans,Nebraska,Million dollars,2002,376.0008
Soybeans,Nebraska,Million dollars,2003,600.332
Soybeans,Nebraska,Million dollars,2004,421.361
Soybeans,Nebraska,Million dollars,2005,467.9127
Soybeans,Nebraska,Million dollars,2006,542.6976
Soybeans,Nebraska,Million dollars,2007,707.6067
Soybeans,Nebraska,Million dollars,2008,1150.0934
Soybeans,Nebraska,Million dollars,2009,1419.8
Soybeans,Nebraska,Million dollars,2010,1289.1657
Soybeans,Nebraska,Million dollars,2011,1626.9316
Soybeans,Nebraska,Million dollars,2012,1810.4415
Soybeans,Nebraska,Million dollars,2013,1498.0392
Soybeans,Nebraska,Million dollars,2014,1729.7698
Soybeans,Nebraska,Million dollars,2015,1367.5133
Soybeans,Nebraska,Million dollars,2016,1717.7683
Soybeans,Nebraska,Million dollars,2017,1548.8834
Soybeans,Nebraska,Million dollars,2018,1188.5707
Soybeans,Nebraska,Million dollars,2019,1323.3029
Soybeans,Nebraska,Million dollars,2020,2016.6186
Soybeans,Nebraska,Million dollars,2022,2325.824
Soybeans,Nebraska,Million dollars,2023,1752.6276
Soybeans,Nebraska,Million dollars,2021,1982.5403
Soybeans,Nevada,Million dollars,2000,0
Soybeans,Nevada,Million dollars,2001,0
Soybeans,Nevada,Million dollars,2002,0
Soybeans,Nevada,Million dollars,2003,0
Soybeans,Nevada,Million dollars,2004,0
Soybeans,Nevada,Million dollars,2005,0
Soybeans,Nevada,Million dollars,2006,0
Soybeans,Nevada,Million dollars,2007,0
Soybeans,Nevada,Million dollars,2008,0
Soybeans,Nevada,Million dollars,2009,0
Soybeans,Nevada,Million dollars,2010,0
Soybeans,Nevada,Million dollars,2011,0
Soybeans,Nevada,Million dollars,2012,0
Soybeans,Nevada,Million dollars,2013,0
Soybeans,Nevada,Million dollars,2014,0
Soybeans,Nevada,Million dollars,2015,0
Soybeans,Nevada,Million dollars,2016,0
Soybeans,Nevada,Million dollars,2017,0
Soybeans,Nevada,Million dollars,2018,0
Soybeans,Nevada,Million dollars,2019,0
Soybeans,Nevada,Million dollars,2020,0
Soybeans,Nevada,Million dollars,2022,0
Soybeans,Nevada,Million dollars,2023,0
Soybeans,Nevada,Million dollars,2021,0
Soybeans,New Hampshire,Million dollars,2000,0
Soybeans,New Hampshire,Million dollars,2001,0
Soybeans,New Hampshire,Million dollars,2002,0
Soybeans,New Hampshire,Million dollars,2003,0
Soybeans,New Hampshire,Million dollars,2004,0
Soybeans,New Hampshire,Million dollars,2005,0
Soybeans,New Hampshire,Million dollars,2006,0
Soybeans,New Hampshire,Million dollars,2007,0
Soybeans,New Hampshire,Million dollars,2008,0
Soybeans,New Hampshire,Million dollars,2009,0
Soybeans,New Hampshire,Million dollars,2010,0
Soybeans,New Hampshire,Million dollars,2011,0
Soybeans,New Hampshire,Million dollars,2012,0
Soybeans,New Hampshire,Million dollars,2013,0
Soybeans,New Hampshire,Million dollars,2014,0
Soybeans,New Hampshire,Million dollars,2015,0
Soybeans,New Hampshire,Million dollars,2016,0
Soybeans,New Hampshire,Million dollars,2017,0
Soybeans,New Hampshire,Million dollars,2018,0
Soybeans,New Hampshire,Million dollars,2019,0
Soybeans,New Hampshire,Million dollars,2020,0
Soybeans,New Hampshire,Million dollars,2022,0
Soybeans,New Hampshire,Million dollars,2023,0
Soybeans,New Hampshire,Million dollars,2021,0
Soybeans,New Jersey,Million dollars,2000,6.2461
Soybeans,New Jersey,Million dollars,2001,6.2158
Soybeans,New Jersey,Million dollars,2002,4.9018
Soybeans,New Jersey,Million dollars,2003,7.4062
Soybeans,New Jersey,Million dollars,2004,8.8403
Soybeans,New Jersey,Million dollars,2005,5.822
Soybeans,New Jersey,Million dollars,2006,6.3093
Soybeans,New Jersey,Million dollars,2007,9.0704
Soybeans,New Jersey,Million dollars,2008,13.0655
Soybeans,New Jersey,Million dollars,2009,16.0514
Soybeans,New Jersey,Million dollars,2010,16.3026
Soybeans,New Jersey,Million dollars,2011,14.5482
Soybeans,New Jersey,Million dollars,2012,26.0199
Soybeans,New Jersey,Million dollars,2013,23.1101
Soybeans,New Jersey,Million dollars,2014,22.9524
Soybeans,New Jersey,Million dollars,2015,18.1854
Soybeans,New Jersey,Million dollars,2016,18.473
Soybeans,New Jersey,Million dollars,2017,19.6225
Soybeans,New Jersey,Million dollars,2018,15.7542
Soybeans,New Jersey,Million dollars,2019,16.8452
Soybeans,New Jersey,Million dollars,2020,27.3827
Soybeans,New Jersey,Million dollars,2022,27.5659
Soybeans,New Jersey,Million dollars,2023,21.8721
Soybeans,New Jersey,Million dollars,2021,27.1431
Soybeans,New Mexico,Million dollars,2000,0
Soybeans,New Mexico,Million dollars,2001,0
Soybeans,New Mexico,Million dollars,2002,0
Soybeans,New Mexico,Million dollars,2003,0
Soybeans,New Mexico,Million dollars,2004,0
Soybeans,New Mexico,Million dollars,2005,0
Soybeans,New Mexico,Million dollars,2006,0
Soybeans,New Mexico,Million dollars,2007,0
Soybeans,New Mexico,Million dollars,2008,0
Soybeans,New Mexico,Million dollars,2009,0
Soybeans,New Mexico,Million dollars,2010,0
Soybeans,New Mexico,Million dollars,2011,0
Soybeans,New Mexico,Million dollars,2012,0
Soybeans,New Mexico,Million dollars,2013,0
Soybeans,New Mexico,Million dollars,2014,0
Soybeans,New Mexico,Million dollars,2015,0
Soybeans,New Mexico,Million dollars,2016,0
Soybeans,New Mexico,Million dollars,2017,0
Soybeans,New Mexico,Million dollars,2018,0
Soybeans,New Mexico,Million dollars,2019,0
Soybeans,New Mexico,Million dollars,2020,0
Soybeans,New Mexico,Million dollars,2022,0
Soybeans,New Mexico,Million dollars,2023,0
Soybeans,New Mexico,Million dollars,2021,0
Soybeans,New York,Million dollars,2000,8.8139
Soybeans,New York,Million dollars,2001,9.5407
Soybeans,New York,Million dollars,2002,9.6445
Soybeans,New York,Million dollars,2003,16.9209
Soybeans,New York,Million dollars,2004,16.6295
Soybeans,New York,Million dollars,2005,15.7417
Soybeans,New York,Million dollars,2006,22.3097
Soybeans,New York,Million dollars,2007,35.8387
Soybeans,New York,Million dollars,2008,51.0303
Soybeans,New York,Million dollars,2009,54.7202
Soybeans,New York,Million dollars,2010,69.6304
Soybeans,New York,Million dollars,2011,67.307
Soybeans,New York,Million dollars,2012,97.7213
Soybeans,New York,Million dollars,2013,92.2326
Soybeans,New York,Million dollars,2014,85.0642
Soybeans,New York,Million dollars,2015,64.0932
Soybeans,New York,Million dollars,2016,71.8937
Soybeans,New York,Million dollars,2017,59.6148
Soybeans,New York,Million dollars,2018,51.9725
Soybeans,New York,Million dollars,2019,64.0547
Soybeans,New York,Million dollars,2020,93.2123
Soybeans,New York,Million dollars,2022,114.3382
Soybeans,New York,Million dollars,2023,98.4512
Soybeans,New York,Million dollars,2021,96.9992
Soybeans,North Carolina,Million dollars,2000,73.9428
Soybeans,North Carolina,Million dollars,2001,84.0372
Soybeans,North Carolina,Million dollars,2002,66.3995
Soybeans,North Carolina,Million dollars,2003,136.1396
Soybeans,North Carolina,Million dollars,2004,106.6
Soybeans,North Carolina,Million dollars,2005,90.9678
Soybeans,North Carolina,Million dollars,2006,104.5095
Soybeans,North Carolina,Million dollars,2007,128.2235
Soybeans,North Carolina,Million dollars,2008,242.2929
Soybeans,North Carolina,Million dollars,2009,226.728
Soybeans,North Carolina,Million dollars,2010,321.5273
Soybeans,North Carolina,Million dollars,2011,252.6618
Soybeans,North Carolina,Million dollars,2012,388.808
Soybeans,North Carolina,Million dollars,2013,396.5364
Soybeans,North Carolina,Million dollars,2014,401.1648
Soybeans,North Carolina,Million dollars,2015,337.5753
Soybeans,North Carolina,Million dollars,2016,273.8375
Soybeans,North Carolina,Million dollars,2017,354.9748
Soybeans,North Carolina,Million dollars,2018,227.7078
Soybeans,North Carolina,Million dollars,2019,252.5111
Soybeans,North Carolina,Million dollars,2020,366.377
Soybeans,North Carolina,Million dollars,2022,489.9522
Soybeans,North Carolina,Million dollars,2023,445.9896
Soybeans,North Carolina,Million dollars,2021,466.4132
Soybeans,North Dakota,Million dollars,2000,105.5835
Soybeans,North Dakota,Million dollars,2001,118.6365
Soybeans,North Dakota,Million dollars,2002,153.7476
Soybeans,North Dakota,Million dollars,2003,284.0227
Soybeans,North Dakota,Million dollars,2004,172.5765
Soybeans,North Dakota,Million dollars,2005,176.1051
Soybeans,North Dakota,Million dollars,2006,249.5377
Soybeans,North Dakota,Million dollars,2007,378.064
Soybeans,North Dakota,Million dollars,2008,566.7344
Soybeans,North Dakota,Million dollars,2009,590.494
Soybeans,North Dakota,Million dollars,2010,691.5656
Soybeans,North Dakota,Million dollars,2011,706.8034
Soybeans,North Dakota,Million dollars,2012,1160.2373
Soybeans,North Dakota,Million dollars,2013,944.7008
Soybeans,North Dakota,Million dollars,2014,1071.0133
Soybeans,North Dakota,Million dollars,2015,771.7252
Soybeans,North Dakota,Million dollars,2016,1272.6643
Soybeans,North Dakota,Million dollars,2017,1053.4172
Soybeans,North Dakota,Million dollars,2018,842.6951
Soybeans,North Dakota,Million dollars,2019,949.3646
Soybeans,North Dakota,Million dollars,2020,1158.5507
Soybeans,North Dakota,Million dollars,2022,1495.5227
Soybeans,North Dakota,Million dollars,2023,1294.3634
Soybeans,North Dakota,Million dollars,2021,1185.5998
Soybeans,Ohio,Million dollars,2000,359.3494
Soybeans,Ohio,Million dollars,2001,354.6192
Soybeans,Ohio,Million dollars,2002,371.9804
Soybeans,Ohio,Million dollars,2003,502.2105
Soybeans,Ohio,Million dollars,2004,407.91
Soybeans,Ohio,Million dollars,2005,429.1234
Soybeans,Ohio,Million dollars,2006,480.459
Soybeans,Ohio,Million dollars,2007,696.3364
Soybeans,Ohio,Million dollars,2008,1058.3459
Soybeans,Ohio,Million dollars,2009,1053.5719
Soybeans,Ohio,Million dollars,2010,1284.0689
Soybeans,Ohio,Million dollars,2011,1109.7684
Soybeans,Ohio,Million dollars,2012,1781.4837
Soybeans,Ohio,Million dollars,2013,1625.4739
Soybeans,Ohio,Million dollars,2014,1611.6365
Soybeans,Ohio,Million dollars,2015,1212.2744
Soybeans,Ohio,Million dollars,2016,1389.4628
Soybeans,Ohio,Million dollars,2017,1301.3564
Soybeans,Ohio,Million dollars,2018,1111.8509
Soybeans,Ohio,Million dollars,2019,1192.0297
Soybeans,Ohio,Million dollars,2020,1609.027
Soybeans,Ohio,Million dollars,2022,2374.7831
Soybeans,Ohio,Million dollars,2023,1788.3799
Soybeans,Ohio,Million dollars,2021,1710.3506
Soybeans,Oklahoma,Million dollars,2000,10.5646
Soybeans,Oklahoma,Million dollars,2001,9.1412
Soybeans,Oklahoma,Million dollars,2002,12.4595
Soybeans,Oklahoma,Million dollars,2003,19.3377
Soybeans,Oklahoma,Million dollars,2004,20.4016
Soybeans,Oklahoma,Million dollars,2005,17.3544
Soybeans,Oklahoma,Million dollars,2006,12.4027
Soybeans,Oklahoma,Million dollars,2007,12.6865
Soybeans,Oklahoma,Million dollars,2008,32.8624
Soybeans,Oklahoma,Million dollars,2009,53.5392
Soybeans,Oklahoma,Million dollars,2010,71.5901
Soybeans,Oklahoma,Million dollars,2011,39.7761
Soybeans,Oklahoma,Million dollars,2012,28.731
Soybeans,Oklahoma,Million dollars,2013,49.2705
Soybeans,Oklahoma,Million dollars,2014,61.9277
Soybeans,Oklahoma,Million dollars,2015,52.5936
Soybeans,Oklahoma,Million dollars,2016,69.9674
Soybeans,Oklahoma,Million dollars,2017,79.914
Soybeans,Oklahoma,Million dollars,2018,64.6345
Soybeans,Oklahoma,Million dollars,2019,66.5096
Soybeans,Oklahoma,Million dollars,2020,96.6947
Soybeans,Oklahoma,Million dollars,2022,65.0498
